鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
嘉義市,土地,末廣段二小段1~30地號,44,住,,,1060323,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1331000,30250,,0,0,含增建或未登記建物。,RPSNMLLKMHMFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義市文雅街116巷31~60號,84.14,住,,,1060228,土地2建物1車位0,全,五層,透天厝,見其他登記事項,鋼筋混凝土造,850216,285.2,0,0,0,無,無,6000000,21038,,0,0,,RPSOMLLKMHMFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,31.79,住,,,1051230,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,124.47,3,2,2,有,有,5200000,41777,,0,0,,RPPOMLMKMHMFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,19.73,住,,,1051230,土地2建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,78.51,1,1,1,有,有,3130000,39868,,0,0,,RPQOMLMKMHMFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,33.03,住,,,1060220,土地2建物1車位0,三層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,128.65,3,2,2,有,有,5000000,38865,,0,0,,RPROMLMKMHMFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,33.03,住,,,1060313,土地2建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,128.47,3,2,2,有,有,5160000,40165,,0,0,,RPSOMLMKMHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,33.03,住,,,1060220,土地2建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,128.47,3,2,2,有,有,5230000,40710,,0,0,,RPTOMLMKMHMFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義市友竹街61~90號,40.86,住,,,1060313,土地2建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,見其他登記事項,1051027,162.52,4,2,2,有,有,6280000,38641,,0,0,,RPUOMLMKMHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市宣信街111巷121~150號,54,住,,,1060227,土地1建物1車位0,全,二層,透天厝,住家用,見使用執照,641122,70.13,3,1,1,有,無,1070000,15257,,0,0,二親等親屬間之交易,RPRNMLNKMHMFFAI18CA
嘉義市,土地,車店段車店小段31~60地號,112,住,,,1060321,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,9800000,87500,,0,0,,RPUNMLNKMHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市自由路481~510號,10.09,住,,,1060224,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830530,120.21,3,2,2,有,有,3400000,28284,,0,0,,RPPOMLRKMHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市育人路381巷31~60號,3719.93,農,,,1060327,土地5建物1車位0,全,二層,透天厝,農舍,鋼筋混凝土造,891122,603.72,3,1,3,有,無,48500000,80335,,0,0,親友、員工或其他特殊關係間之交易。,RPXNMLKLMHMFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義市彌陀路238巷1~30號,13.02,住,,,1060315,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800720,72.94,2,1,1,有,有,2300000,31533,,0,0,,RPRPMLSKMHMFFAI88CA
嘉義市,房地(土地+建物),嘉義市嘉義市軍輝路421~450號,88,住,,,1060316,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,790221,271.96,5,3,5,有,無,6500000,23901,,0,0,,RPPPMLTKMHMFFAI78CA
嘉義市,房地(土地+建物),嘉義市嘉義市博愛路二段901~930號,258,住,,,1060301,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1050406,518.1,6,2,5,有,無,38890000,75063,,0,0,,RPPNMLLKMHMFFAI97EA
嘉義市,房地(土地+建物),嘉義市嘉義市北鎮街34巷1~30號,12.32,住,,,1060320,土地1建物1車位0,五層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,790522,57.4,1,1,1,有,無,1600000,27875,,0,0,,RPTPMLPJNHMFFAI88DA
嘉義市,房地(土地+建物),嘉義市嘉義市文雅街150巷1~30號,16.12,住,,,1060302,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841002,109.57,3,2,2,有,有,3650000,33312,,0,0,,RPSOMLTKMHMFFAI09DA
嘉義市,房地(土地+建物),嘉義市嘉義市北社尾路88巷31~60號,72,住,,,1060411,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,701111,87.47,3,2,2,有,無,910000,10404,,0,0,親友、員工或其他特殊關係間之交易。,RPSNMLLKNHMFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義市民生南路485巷1~30號,57,住,,,1060327,土地2建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,610410,87.21,2,1,2,有,無,4500000,51600,,0,0,,RPPNMLOKMHMFFAI18DA
嘉義市,土地,下路頭段541~570地號,2292,住,,,1051230,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,109180000,47635,,0,0,,RPPNMLPJNHMFFAI18CA
嘉義市,土地,湖子內段興安小段61~90地號,758.24,住,,,1060301,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,8618000,11366,,0,0,"1.本件登錄之價格係依民國99年3月16日之買賣契約書所訂之買賣價格。2.本件土地增值稅新台幣1,226,733元經買賣雙方協議由買方全部負擔",RPPOMLPJNHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市保建街31~60號,20.5,其他,,,1060220,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820623,117.45,3,2,2,有,有,4100000,34908,,0,0,,RPPNMLQJNHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市保建街31~60號,20.5,住,,,1060307,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820623,117.45,3,2,2,有,有,3650000,31077,,0,0,,RPTOMLOLMHMFFAI68CA
嘉義市,房地(土地+建物),嘉義市嘉義市蘭井街301~330號,9.18,住,,,1060307,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840522,103.2,3,2,2,有,有,3320000,32171,,0,0,,RPRNMLTLMHMFFAI88CA
嘉義市,土地,下路頭段481~510地號,456.83,住,,,1060303,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,8291240,18150,,0,0,,RPSNMLLJNHMFFAI08CA
嘉義市,房地(土地+建物),嘉義市嘉義市興仁街38巷61~90號,35.29,住,,,1060315,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,831223,142.93,3,2,1,有,有,2900000,20290,,0,0,,RPSNMLRKMHMFFAI68CA
嘉義市,土地,荖藤段661~690地號,905.58,農,,,1060318,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4500000,4969,,0,0,親友、員工或其他特殊關係間之交易。,RPTOMLOKMHMFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義市友忠路121~150號,125,住,,,1060224,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1050414,305.65,5,1,8,有,無,21000000,68706,,0,0,,RPPNMLNKMHMFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義市忠孝路361~390號,89,住,,,1060330,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950426,229.18,4,2,3,有,無,22000000,95994,,0,0,,RPWNMLMKMHMFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義市博愛路二段750巷1~30號,110,住,,,1051230,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1051213,232.54,4,2,3,有,無,13500000,58055,,0,0,,RPOOMLMKMHMFFAI87CA
嘉義市,房地(土地+建物),嘉義市嘉義市林森西路1~30號,3.32,商,,,1060327,土地1建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,730126,36.21,1,1,1,有,有,1080000,29826,,0,0,,RPTOMLLKMHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市北興街400巷1~30號,65,住,,,1060306,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,710412,150.73,5,1,3,有,無,4000000,26538,,0,0,親友、員工或其他特殊關係間之交易。,RPTNMLMKMHMFFAI48EA
嘉義市,房地(土地+建物),嘉義市嘉義市大業街181~210號,78,住,,,1060321,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,780203,132.26,4,2,2,有,無,1469600,11111,,0,0,親友、員工或其他特殊關係間之交易。,RPXOMLOKMHMFFAI56EA
嘉義市,土地,榮段四小段1~30地號,50,商,,,1060303,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,10300000,206000,,0,0,含增建或未登記建物。,RPOPMLOKMHMFFAI38EA
嘉義市,土地,北社尾段631~660地號,55,住,,,1060315,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1999800,36360,,0,0,向政府機關承購之案件。,RPQNMLTKMHMFFAI88EA
嘉義市,土地,劉厝段151~180地號,246,住,,,1060320,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,8760000,35610,,0,0,(包含)公共設施保留地之交易。,RPSNMLKLMHMFFAI28EA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市博東路1~30號,17,住,,,1060218,土地2建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830525,125.39,2,2,2,有,有,3998888,31892,坡道機械,0,0,,RPSNMLNKMHMFFAI48EA
嘉義市,房地(土地+建物),嘉義市嘉義市安樂街61~90號,22.32,住,,,1060326,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,890111,145.57,3,2,2,有,有,4800000,32974,,0,0,,RPWOMLOKMHMFFAI09EA
嘉義市,房地(土地+建物),嘉義市嘉義市世賢路三段571~600號,129,住,,,1060316,土地1建物1車位0,一層，二層，三層，四層，見其他登記事項,四層,店面(店鋪),見其他登記事項,見其他登記事項,1030506,289.39,5,2,6,有,無,21200000,73258,,0,0,,RPVNMLRKMHMFFAI98CA
嘉義市,房地(土地+建物),嘉義市嘉義市南興路91~120號,64,住,,,1060314,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,670717,90.04,1,2,2,有,無,3780000,41981,,0,0,含增建或未登記建物。,RPWNMLRKMHMFFAI09CA
嘉義市,房地(土地+建物),嘉義市嘉義市東洋新?61~90號,220,住,,,1060313,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,690619,203.27,5,4,3,有,無,17800000,87568,,0,0,,RPXNMLRKMHMFFAI56CA
嘉義市,房地(土地+建物),嘉義市嘉義市向榮街39巷91~120號,82,住,,,1060312,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,820507,197.7,4,2,2,有,無,6800000,34396,,0,0,,RPTNMLLJNHMFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義市中正路391~420號,1.77,商,,,1060330,土地1建物1車位0,十一層,十一層,套房(1房1廳1衛),商業用,鋼筋混凝土造,850301,47.22,1,1,1,有,有,1310000,27742,,0,0,,RPTNMLTLMHMFFAI09CA
嘉義市,房地(土地+建物),嘉義市嘉義市光彩街481~510號,6.39,商,,,1060310,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,820426,38.34,1,1,1,有,有,1000000,26082,,0,0,,RPVOMLOLMHMFFAI88CA
嘉義市,土地,北園段1471~1500地號,86,商,,,1060218,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3121200,36293,,0,0,,RPQNMLKLMHMFFAI87CA
嘉義市,土地,北園段1501~1530地號,430,商,,,1060217,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,15608400,36299,,0,0,,RPXNMLTKMHMFFAI76CA
嘉義市,土地,北園段1471~1500地號,485,商,,,1060216,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,11149960,22990,,0,0,,RPOOMLTKMHMFFAI58CA
嘉義市,土地,湖子內段湖美小段1~30地號,1452.2,住,,,1051111,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,55789830,38417,,0,0,,RPUNMLOLMHMFFAI68CA
嘉義市,房地(土地+建物),嘉義市嘉義市忠孝路781~810號,17.73,住,,,1060326,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,841004,116.85,3,2,2,有,有,3820000,32691,,0,0,,RPTOMLPJNHMFFAI68CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市光彩街481~510號,4.39,商,,,1060310,土地1建物0車位2,地下層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,820426,13.53,0,0,0,有,有,460000,33999,坡道機械,0,0,,RPUOMLPJNHMFFAI78CA
嘉義市,房地(土地+建物),嘉義市嘉義市溪興街153巷12弄1~30號,15.89,住,,,1060329,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,711116,52.77,2,2,1,有,無,1190000,22551,,0,0,,RPVNMLOJNHMFFAI68CA
嘉義市,房地(土地+建物),嘉義市嘉義市大信街1~30號,150,住,,,1060315,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1040202,299.85,4,1,5,有,無,17200000,57362,,0,0,,RPVNMLPLMHMFFAI98DA
嘉義市,房地(土地+建物),嘉義市嘉義市世賢路四段301~330號,115,住,,,1060320,土地2建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1050418,193.5,6,3,5,有,無,16000000,82687,,0,0,,RPPNMLTLMHMFFAI68CA
嘉義市,土地,湖子內段湖美小段61~90地號,1687.3,住,,,1060219,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,63000000,37338,,0,0,,RPROMLRKMHMFFAI78DA
嘉義市,房地(土地+建物),嘉義市嘉義市建成新村31~60號,70,住,,,1060314,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,780911,122.04,3,2,3,有,無,5000000,40970,,0,0,母子間買賣,RPPNMLMKNHMFFAI97CA
嘉義市,房地(土地+建物),嘉義市嘉義市小雅路181~210號,4.76,住,,,1060330,土地1建物1車位0,七層,十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,820609,40.03,1,1,1,有,有,800000,19985,,0,0,,RPXNMLOJNHMFFAI88CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市仁愛路240巷1~30號,34.83,住,,,1060207,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931028,186.41,3,2,2,有,有,4000000,21458,坡道平面,0,0,親友、員工或其他特殊關係間之交易。權利人2人合計持份全部,RPWOMLPJNHMFFAI98CA
嘉義市,房地(土地+建物),嘉義市嘉義市民生南路510巷61~90號,149,住,,,1051007,土地3建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,700109,140.58,3,1,2,有,無,4700000,33433,,0,0,土地及建物分次登記案件。結案時賣方自尾款扣除延遲交屋補償款10萬於買方,RPRNMLSJNHMFFAI68CA
嘉義市,房地(土地+建物),嘉義市嘉義市龍江街61~90號,126,住,,,1060310,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,720121,115.54,3,2,2,有,無,7800000,67509,,0,0,,RPXNMLSJNHMFFAI66CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤里忠孝路781~810號,15.24,住,,,1060312,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050510,123.81,3,2,2,有,有,4850000,39269,坡道機械,14.31,550000,,RPSNMLPJNHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市新民路241~270號,143.08,農,,,1060301,土地3建物1車位0,一層，二層，三層，見其他登記事項,三層,店面(店鋪),見其他登記事項,鋼筋混凝土造,960326,152.26,4,3,5,有,無,9150000,60095,,0,0,,RPVOMLKKNHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市信興街78巷1~30號,118,住,,,1060318,土地1建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,990601,225.15,5,1,4,有,無,12000000,53298,,0,0,,RPRNMLLLMHMFFAI08CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市德陽街1~30號,17.29,商,,,1060221,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,820316,112.69,3,2,3,有,有,3220000,28574,坡道平面,0,0,,RPROMLTKMHMFFAI88CA
嘉義市,房地(土地+建物),嘉義市嘉義市竹村里1鄰竹子腳1~30號,111.16,住,,,1060317,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,700221,107.3,1,1,2,有,無,2000000,18639,,0,0,,RPTNMLKLMHMFFAI18CA
嘉義市,房地(土地+建物),嘉義市嘉義市大愛街1~30號,102.23,住,,,1060315,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,920430,177.65,6,3,3,有,無,6200000,34900,,0,0,,RPVNMLKLMHMFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義市泰山二街31~60號,18.3,住,,,1060404,土地1建物1車位0,一層，二層，夾層，地下層,十二層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,820325,175.92,3,2,2,有,有,3700000,21032,,0,0,,RPSPMLSKMHMFFAI98CA
嘉義市,土地,西門段三小段31~60地號,362,商,,,1060306,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,25186150,69575,,0,0,,RPSNMLTKMHMFFAI88CA
嘉義市,土地,中山段七小段1~30地號,745,住,,,1060405,土地10建物0車位0,,,其他,,,,0,0,0,0,有,無,101599999,136376,,0,0,,RPQNMLQLMHMFFAI48CA
嘉義市,房地(土地+建物),嘉義市嘉義市市軍輝路391~420號,106.98,住,,,1060316,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,840124,199.14,4,2,3,有,有,5200000,26112,,0,0,,RPTNMLMJNHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市嘉北街12巷1~30號,17.73,住,,,1060223,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,791015,113.8,3,1,2,有,有,3400000,29877,,0,0,親友、員工或其他特殊關係間之交易。,RPRNMLNJNHMFFAI18CA
嘉義市,土地,八掌段571~600地號,496.68,農,,,1060405,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4957920,9982,,0,0,,RPQNMLSKMHMFFAI58CA
嘉義市,房地(土地+建物),嘉義市嘉義市圓福街118巷48弄1~30號,56,住,,,1060329,土地1建物1車位0,全,二層,透天厝,住家用,木造,610918,68.48,3,1,2,有,無,1500000,21904,,0,0,,RPUNMLRKMHMFFAI88CA
嘉義市,房地(土地+建物),嘉義市嘉義市博東路151~180號,9.65,住,,,1060331,土地1建物1車位0,八層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870319,83.95,2,2,1,有,有,2550000,30375,,0,0,,RPUOMLOKMHMFFAI68CA
嘉義市,房地(土地+建物),嘉義市嘉義市宣信里和平路61~90號,28.8,住,,,1060320,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750423,98.36,3,2,2,有,無,2980000,30297,,0,0,,RPVOMLOKMHMFFAI78CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市忠孝路781~810號,16.97,住,,,1060316,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050510,137.2,3,2,2,有,有,5380000,39213,坡道機械,14.31,0,,RPQPMLOKMHMFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義市育人路160巷31~60號,99.96,住,,,1060321,土地2建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1040428,194.08,4,3,4,有,無,8300000,42766,,0,0,,RPPNMLPKMHMFFAI18CA
嘉義市,土地,湖子內段興安小段391~420地號,86.58,住,,,1060317,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2560000,29568,,0,0,向政府機關承購之案件。,RPQNMLOLMHMFFAI48EA
嘉義市,土地,白川段31~60地號,65,住,,,1060316,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,6000000,92308,,0,0,,RPTNMLTKMHMFFAI56EA
嘉義市,土地,湖子內段興安小段331~360地號,80.63,住,,,1060310,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3028060,37555,,0,0,,RPRNMLRKMHMFFAI78EA
嘉義市,房地(土地+建物),嘉義市嘉義市國聖四街31~60號,29.11,住,,,1060405,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860709,171.87,3,2,2,有,無,4000000,23273,,0,0,,RPOOMLRKMHMFFAI58EA
嘉義市,房地(土地+建物),嘉義市嘉義市小雅路181~210號,14.64,住,,,1060407,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820609,122.68,3,2,2,有,有,2730000,22253,,0,0,,RPWNMLSLMHMFFAI66CA
嘉義市,房地(土地+建物),嘉義市嘉義市大雅路二段285巷1~30號,276,其他,,,1060220,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1050105,391.68,4,3,5,有,無,38000000,97018,,0,0,,RPPNMLQLMHMFFAI38CA
嘉義市,房地(土地+建物),嘉義市嘉義市自強街84巷103弄1~30號,68,住,,,1060304,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,670403,101.64,4,2,3,有,無,5450000,53621,,0,0,,RPRNMLLKNHMFFAI08CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市荖藤里忠孝路781~810號,18.42,住,,,1060329,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050510,155.4,3,2,2,有,有,6500000,42526,坡道機械,14.31,500000,,RPOOMLPJNHMFFAI18CA
嘉義市,房地(土地+建物)+車位,嘉義市嘉義市國安三街1~30號,21.23,住,,,1060324,土地1建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820108,115.31,3,2,2,有,有,3400000,29486,坡道機械,0,0,,RPROMLSJNHMFFAI78CA
嘉義市,房地(土地+建物),嘉義市嘉義市永福三街1~30號,96,住,,,1060310,土地1建物1車位0,全,三層,透天厝,見其他登記事項,見其他登記事項,1050711,208.84,4,3,5,有,無,12800000,61291,,0,0,,RPQNMLPJNHMFFAI28CA
嘉義市,房地(土地+建物),嘉義市嘉義市永福二街1~30號,114,住,,,1060314,土地2建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1050711,231.14,4,3,5,有,無,13580000,58752,,0,0,,RPRNMLPJNHMFFAI38CA
